farm_id,farmer_id,state,district,village,area_in_acres,calculated_area_in_acres,lon,lat
23422,18316,HARYANA,FATEHABAD,Birdana,10.0,10.39,75.53456686158178,29.537321890941495
6015,4831,PUNJAB,MUKTSAR,Bhalaiana,7.0,6.24,74.69319995324787,30.347093813913883
18288,13834,PUNJAB,MUKTSAR,Bhuttiwala,13.873,13.84,74.61109484922308,30.46716855926084
18287,13834,PUNJAB,MUKTSAR,Bhuttiwala,16.133,16.04,74.61101624530174,30.46406957672328
18286,13834,PUNJAB,MUKTSAR,Bhuttiwala,12.78,12.62,74.61270575214334,30.46513281834345
4499,3554,HARYANA,KARNAL,Gonder,10.0,10.21,76.75920178002023,29.653035174676383
22803,4567,HARYANA,KURUKSHETRA,berthala,14.0,12.82,76.98209517682527,30.136053455866005
5721,4567,HARYANA,KURUKSHETRA,berthala,4.0,4.77,76.98574195443874,30.130991101243115
1641,1371,PUNJAB,AMRITSAR,Takkapur,7.0,7.8,75.29320804640054,31.653695605969254
23424,18317,HARYANA,FATEHABAD,Birdana,12.0,14.76,75.53325824136662,29.533880814559165
26014,22606,PUNJAB,BARNALA,Moom,3.7,3.78,75.48069506355456,30.578751666761356
19556,14572,HARYANA,KARNAL,Birchpur,2.5,2.36,76.91550494124373,29.605880351731376
19555,14572,HARYANA,KARNAL,Birchpur,1.5,1.58,76.91148757532947,29.606419301132995
19554,14572,HARYANA,KARNAL,Birchpur,10.0,7.42,76.90991637296433,29.60828612904923
21064,15658,PUNJAB,MUKTSAR,Ramgarh,0.85,0.84,74.37977326816245,30.49163066806476
21062,15658,PUNJAB,MUKTSAR,Ramgarh,4.5,4.51,74.39553020307025,30.48551130312542
24626,20626,PUNJAB,MANSA,Kourwala,5.0,4.43,75.38997758907325,29.83391094912705
24625,20626,PUNJAB,MANSA,Kourwala,10.0,9.84,75.36810417716748,29.844271787632096
24624,20626,PUNJAB,MANSA,Kourwala,11.0,9.78,75.38467012971336,29.83159320922944
7892,4687,HARYANA,KARNAL,Guniyana,20.0,20.0,76.7003655599335,29.720964765806443
21664,16173,HARYANA,KAITHAL,Sakra,11.0,10.89,76.68307325875907,29.80259836315246
16679,11715,HARYANA,KARNAL,Bhadson,6.0,5.97,76.95608977923735,29.92373366781229
16678,11715,HARYANA,KARNAL,Bhadson,12.5,12.36,76.95888007341898,29.929174118302843
312,293,PUNJAB,TARN_TARAN,Joebala,8.0,6.22,74.83181192136034,31.414659359467468
1607,1341,PUNJAB,BATHINDA,Nathana,10.0,9.88,75.05446458175645,30.328349301708823
15483,10995,PUNJAB,MUKTSAR,Ramgarh,5.0,5.16,74.40458596905223,30.48196832575493
59,59,PUNJAB,AMRITSAR,Panigrahi najjra,11.0,7.7,74.77195643526149,31.817168274376993
5603,4478,HARYANA,SIRSA,Maujgarh,8.0,9.08,74.7209240077803,29.842139745542777
3517,2811,PUNJAB,MANSA,Jalwhera,5.0,4.38,75.65725845350697,29.850861015339337
383,352,PUNJAB,AMRITSAR,Granthgarh,12.0,10.38,75.30107416785006,31.81140664212529
559,502,PUNJAB,AMRITSAR,Kot gurbaksh,8.0,7.19,74.91245133479313,31.991616637880988
764,676,HARYANA,KAITHAL,Serda,21.0,23.78,76.50482787156774,29.64063468215308
1052,911,HARYANA,SIRSA,Mehna khera,28.0,27.36,74.80436956661428,29.4149428290787
573,514,PUNJAB,TARN_TARAN,Nawa pind,9.0,9.29,74.9891177986428,31.54362781625653
2737,2221,HARYANA,FATEHABAD,Ajitnager,12.0,10.38,75.37977178220818,29.69550019431339
2736,2221,HARYANA,FATEHABAD,Ajitnager,48.0,49.33,75.37844527573505,29.69166590237305
2735,2221,HARYANA,FATEHABAD,Ajitnager,40.0,37.59,75.38249875886368,29.69114850668347
26063,22701,HARYANA,SIRSA,Narel khera,9.0,9.32,75.24961622648831,29.537954624804435
53,53,PUNJAB,AMRITSAR,Kotli amb,4.0,3.74,74.78004621912602,31.863893824759376
3537,2823,PUNJAB,MANSA,Bareta,4.0,3.67,75.67584141356713,29.854666063365222
586,524,PUNJAB,TARN_TARAN,Deo,13.0,16.06,75.01925917147683,31.476981213529744
164,156,PUNJAB,AMRITSAR,Takapur,4.0,5.01,75.30245494626779,31.660774116303536
388,355,PUNJAB,TARN_TARAN,Ekal gadda,7.0,6.0,75.06973454119702,31.50746999399441
142,134,PUNJAB,TARN_TARAN,Bagrian,4.0,3.01,74.99132516205245,31.491910516718697
602,536,HARYANA,KARNAL,Bhaini khurd,8.5,7.72,76.9813239793468,29.736665625757716
601,536,HARYANA,KARNAL,Bhaini khurd,12.0,11.61,76.95660152386994,29.74565551869731
8733,6744,HARYANA,KURUKSHETRA,Yari,10.0,10.14,76.93005220376452,30.1312236545603
1579,1322,PUNJAB,BATHINDA,Nathana,6.0,6.19,75.06309743758253,30.327013680412133
554,497,PUNJAB,AMRITSAR,Bal labe daria,13.0,13.91,74.72850055310592,31.860113127216596
506,457,PUNJAB,AMRITSAR,Tera rajputta,11.0,11.29,74.7399490815584,31.885998726063228
25788,22348,HARYANA,SIRSA,Khaja khera,30.0,29.85,74.99947626615688,29.50941146182613
585,523,PUNJAB,TARN_TARAN,Daburji,11.0,10.72,74.90967345704661,31.491976822744267
2742,2225,HARYANA,JIND,Khunga kothi,5.0,4.6,76.41851609536852,29.373022947662975
988,861,HARYANA,KAITHAL,Pyoda,10.0,11.07,76.42939338608826,29.737781160125245
445,405,PUNJAB,TARN_TARAN,Gunowal,9.0,7.13,75.05249998929199,31.558132235251463
144,136,PUNJAB,MOGA,Singpur urf Munan,6.0,7.38,75.09252947388482,30.938801087660643
1030,890,PUNJAB,TARN_TARAN,Ekalgadda,10.0,12.19,75.068368908097,31.52026262946788
579,518,HARYANA,KARNAL,Motia jagir,7.0,6.87,76.81667294555261,29.757221298111308
16481,11598,PUNJAB,MUKTSAR,udekaran,9.717,9.62,74.55385671335405,30.49878618735294
16480,11598,PUNJAB,MUKTSAR,udekaran,20.504,20.5,74.55783234095553,30.49688108843107
1015,877,PUNJAB,TARN_TARAN,Timmowal,10.0,7.76,75.10213912221141,31.537271938198952
11647,8565,HARYANA,AMBALA,Jafer pur,4.8,4.78,77.15338209129081,30.333225809923164
11646,8565,HARYANA,AMBALA,Jafer pur,2.3,2.52,77.1549220812874,30.324518460615906
765,677,HARYANA,KAITHAL,Serda,24.0,16.67,76.50143941199156,29.619426882281537
16248,11461,PUNJAB,MUKTSAR,Tappa khera,21.0,20.46,74.52621377901879,30.0878713450977
16247,11461,PUNJAB,MUKTSAR,Tappa khera,44.0,45.08,74.53000762266971,30.08876245714247
376,346,PUNJAB,AMRITSAR,Chak fula,10.0,11.11,74.75242364719064,31.908612075520615
1022,883,HARYANA,PANIPAT,Khandra,25.0,20.51,76.84511024513581,29.42446123956267
8830,6816,PUNJAB,BATHINDA,Bathinda,8.0,8.27,74.9602145691531,30.240997418158603
222,211,PUNJAB,TARN_TARAN,Burj Deva singh,7.0,6.11,74.92790876031954,31.202450718827343
17479,13383,PUNJAB,MUKTSAR,Abul khurana,21.2,21.45,74.54075053781249,30.116699145423517
1824,1505,HARYANA,PANIPAT,Bapdad,35.0,35.68,76.80443975750714,29.360448577322924
1480,1254,PUNJAB,BATHINDA,Nathana,6.0,5.21,75.12105138862455,30.322105194025905
4353,3446,HARYANA,FATEHABAD,Karoli,10.0,13.05,75.31584546667831,29.528356098286334
1191,1017,HARYANA,KURUKSHETRA,Jyotisar,2.0,1.81,76.76911182968112,29.95328683139393
21481,16012,HARYANA,KURUKSHETRA,Barounda,4.3,4.03,77.05978649943326,29.961832915841985
21480,16012,HARYANA,KURUKSHETRA,Barounda,6.2,6.56,77.05979578793495,29.96290351786967
3282,2630,HARYANA,FATEHABAD,laloda,4.0,3.75,75.87535981184675,29.6238289110886
3281,2630,HARYANA,FATEHABAD,laloda,2.0,2.05,75.87776874070406,29.625206136670403
624,552,HARYANA,KARNAL,Raipur Rodan,19.0,13.83,76.92805698520263,29.880110906242827
409,375,PUNJAB,TARN_TARAN,Hardo sarli,8.0,7.48,75.10185403213288,31.48732512458239
2503,2031,HARYANA,SONIPAT,Bhainswan khurd,15.0,19.32,76.68716926750835,29.07494118784163
2422,1965,HARYANA,FATEHABAD,laloda,1.0,0.93,75.87610164994167,29.62851423741744
2421,1965,HARYANA,FATEHABAD,laloda,8.5,7.59,75.87584046419205,29.627033285458197
17666,11823,PUNJAB,MUKTSAR,Lakhawali,29.0,26.98,74.36095132479139,30.46308669573896
17665,11823,PUNJAB,MUKTSAR,Lakhawali,21.0,19.5,74.35787870037564,30.460834713042743
16891,11823,PUNJAB,MUKTSAR,Lakhawali,1.5,1.47,74.34187417432892,30.454359087397915
16890,11823,PUNJAB,MUKTSAR,Lakhawali,13.5,13.56,74.34148860095151,30.45640634692073
2413,1960,HARYANA,FATEHABAD,laloda,13.0,11.6,75.87906315358914,29.626001113050368
2754,2234,HARYANA,FATEHABAD,Hukmawali,9.0,8.04,75.43466158656894,29.68426537626588
7852,2868,HARYANA,FATEHABAD,Bhirdana,9.0,7.09,75.55942547450734,29.542572990084484
3592,2868,HARYANA,FATEHABAD,Bhirdana,5.0,3.87,75.5496539086127,29.535177673246057
577,517,HARYANA,KARNAL,Motia jagir,10.0,10.74,76.81500261905796,29.757046698848004
2689,2182,HARYANA,KURUKSHETRA,Chibba,8.0,6.29,76.80393123204728,30.04188695197239
1393,1179,HARYANA,KURUKSHETRA,Jyotisar,12.0,14.95,76.77406614302609,29.958515468421112
637,562,PUNJAB,TARN_TARAN,Deo,12.0,14.16,75.02079323653442,31.501710669637532
2247,1835,HARYANA,SONIPAT,Bhainswan khurd,10.0,6.73,76.67571551829042,29.077181568133685
1324,1120,HARYANA,KARNAL,Bassi akbarpur,7.0,8.39,77.0355903257538,29.54427765049145
3589,2865,HARYANA,FATEHABAD,Bhirdana,7.0,7.53,75.52293443548417,29.56048619196814
3000,2428,HARYANA,FATEHABAD,Ratta khera,10.0,11.09,75.51237649684224,29.665507791704588
389,356,PUNJAB,TARN_TARAN,Jhamke,14.0,9.95,74.80231314141622,31.412937156213015
15435,10973,PUNJAB,MUKTSAR,Ramgarh,3.0,2.9,74.40723863277118,30.4741524238262
15434,10973,PUNJAB,MUKTSAR,Ramgarh,2.0,1.97,74.40791688245899,30.476185758370463
11872,8718,PUNJAB,MUKTSAR,shahid chand,2.528,2.53,74.69287062289823,30.304588884904792
11871,8718,PUNJAB,MUKTSAR,shahid chand,5.141,5.13,74.69980055667781,30.3032835720523
7874,2895,HARYANA,FATEHABAD,Bhirdana,8.0,6.62,75.55212263343688,29.540495554457603
3533,2819,PUNJAB,MANSA,Jalwhera,6.0,6.43,75.66148941210389,29.86912751109391
3532,2819,PUNJAB,MANSA,Jalwhera,4.0,3.52,75.65719019444782,29.871407868144583
391,358,PUNJAB,TARN_TARAN,Gunowal,10.0,7.59,75.04282209215192,31.55817696006554
639,564,PUNJAB,TARN_TARAN,Mian wind,11.0,12.24,75.16106521826202,31.47818783288342
343,319,PUNJAB,AMRITSAR,Dyalbharang,8.5,6.45,74.87436359634493,31.867965997224378
508,459,PUNJAB,TARN_TARAN,Wan,9.0,8.34,74.56505631857448,31.31483415292412
2354,1916,HARYANA,SONIPAT,Mahara,15.0,16.77,76.71344667134458,29.097895407207105
207,198,PUNJAB,TARN_TARAN,Dialpura,6.0,5.66,74.72026515046502,31.282162660771377
18786,14129,HARYANA,FATEHABAD,Aherwan,44.0,41.77,75.5452762695108,29.62136138476487
3541,2825,PUNJAB,MANSA,Bareta,4.75,4.26,75.67721673730576,29.860220194009255
3540,2825,PUNJAB,MANSA,Bareta,6.0,6.58,75.67561793563762,29.85926839345693
26046,22642,HARYANA,YAMUNANAGAR,Panjupur,25.0,23.3,77.27330293605692,30.09989067830776
26045,22642,HARYANA,YAMUNANAGAR,Panjupur,26.0,24.12,77.27342839468619,30.09113587206931
2506,2034,HARYANA,SONIPAT,Mahra,20.0,19.19,76.71436856401193,29.099828955802067
1646,1375,PUNJAB,TARN_TARAN,Thathian,8.0,5.91,74.99651821113991,31.55627464675895
14150,10206,HARYANA,YAMUNANAGAR,Sagri,9.7,8.63,77.15226721156066,30.11473223638603
22972,17400,HARYANA,KAITHAL,Matrwa kheri,22.0,19.41,76.61397730877673,29.816885983819095
23031,17742,HARYANA,KAITHAL,Ahun,10.0,9.82,76.66459474470273,29.79680327771811
22018,16503,HARYANA,KAITHAL,Munerheri,24.0,23.68,76.63761606452773,29.737413410961956
23430,18321,HARYANA,FATEHABAD,Birdana,13.0,11.11,75.55862171991886,29.57943610104467
20357,15146,PUNJAB,MUKTSAR,Lal bai,9.615,9.6,74.6103996829865,30.15127231988143
20356,15146,PUNJAB,MUKTSAR,Lal bai,7.327,7.29,74.57758361056554,30.141040877065855
22808,17216,HARYANA,FATEHABAD,Nagpur,18.1,17.88,75.42431375311874,29.66193842201745
6413,5162,HARYANA,KURUKSHETRA,kharindwa,3.0,3.91,76.93590044206955,30.12736430291464
6490,5221,PUNJAB,FARIDKOT,Kothe gobind sar,23.0,23.24,74.90501099728672,30.554289609576717
6457,5197,HARYANA,KURUKSHETRA,bkana,4.0,3.95,76.90145045280532,30.107078353859887
12158,8911,HARYANA,AMBALA,Zaffrpur,5.1,5.36,77.14855670179641,30.309977405229812
21142,15733,PUNJAB,BARNALA,mehal kalan,73.0,73.08,75.56521152291253,30.512992700826167
22642,17033,HARYANA,KARNAL,Jamba,57.0,56.43,76.79783724978452,29.85385929344529
15628,11079,PUNJAB,MUKTSAR,Ramgarh,2.0,1.7,74.39643485560855,30.47483759617954
15627,11079,PUNJAB,MUKTSAR,Ramgarh,3.0,3.15,74.39645197750254,30.475654985813893
21148,15735,HARYANA,KAITHAL,Ahun,6.0,5.89,76.68364374810449,29.789840148033537
8413,6520,PUNJAB,FAZILKA,Azimgarh,7.0,6.44,74.21497995345582,30.11437758253092
8410,6520,PUNJAB,FAZILKA,Azimgarh,8.7,8.91,74.21718275128701,30.110549328023467
23535,18643,HARYANA,KARNAL,Bastali,40.0,40.07,76.84553729464655,29.828285920289705
23512,18632,HARYANA,FATEHABAD,Alika,9.0,8.7,75.42377145091777,29.745071548406894
26062,22700,HARYANA,SIRSA,Narel khera,10.0,9.63,75.25665249678228,29.541218157777703
23164,17901,HARYANA,KAITHAL,Khanoda,3.5,3.68,76.53626635690028,29.83188040481941
22980,17407,HARYANA,KARNAL,Budanpur,2.2,2.11,76.90981587867235,29.599585014998336
16074,11342,PUNJAB,MUKTSAR,Virk khera,12.1,12.3,74.43585922805104,30.238409205543437
12611,9227,HARYANA,KAITHAL,Theh bhutana,17.0,16.52,76.25288912663184,29.98091125797393
9821,7463,HARYANA,KURUKSHETRA,Khedi dabdhlan,8.0,8.18,77.09653045322175,30.01026632138939
6706,5404,HARYANA,SIRSA,Damdama,21.6,20.98,74.6092354144023,29.575708607747508
6705,5404,HARYANA,SIRSA,Damdama,25.0,25.28,74.60137735430808,29.57991347072705
6704,5404,HARYANA,SIRSA,Damdama,6.6,6.33,74.67524533947764,29.563174085704578
6702,5404,HARYANA,SIRSA,Damdama,16.0,15.07,74.6779174399009,29.57074542630053
22831,17237,HARYANA,KAITHAL,Kaul,18.0,17.92,76.64281232646381,29.85515453152181
22830,17237,HARYANA,KAITHAL,Kaul,5.0,4.81,76.64100785664648,29.85510155564316
23166,17905,HARYANA,KARNAL,Kutail,9.5,8.3,76.99974250246309,29.585699283136172
26041,22639,PUNJAB,BATHINDA,Chak Bakhtu,5.0,5.26,75.12918436002033,30.189565415349644
26040,22639,PUNJAB,BATHINDA,Chak Bakhtu,16.0,16.68,75.1369728624831,30.196521140526936
16321,11505,HARYANA,KARNAL,Gonder,27.0,26.25,76.73303023429968,29.677911224127172
23597,18752,HARYANA,KAITHAL,Pabnawa,17.5,17.88,76.6518781397851,29.765362056573064
23596,18752,HARYANA,KAITHAL,Pabnawa,14.0,14.01,76.66664078113682,29.883389373354586
22826,17233,HARYANA,KARNAL,Budanpur,12.5,12.99,76.89652417855079,29.6050883001928
8770,6769,HARYANA,KARNAL,Gonder,14.0,12.33,76.75639980955509,29.626220415901628
23170,17908,HARYANA,KARNAL,Bushli,4.5,4.43,76.9625224442537,29.60489038464216
23169,17908,HARYANA,KARNAL,Bushli,8.0,8.04,76.96021611409857,29.605186403272775
23275,18146,HARYANA,KARNAL,Picholiya,38.5,37.56,76.85927173428995,29.598049751423744
23168,17907,HARYANA,KARNAL,Samalkha,7.0,8.25,76.93822270392718,29.61366637982622
7698,5386,HARYANA,KARNAL,Kambopura,3.0,2.33,76.99010659290302,29.63450912648385
5737,4583,HARYANA,KARNAL,Gonder,5.0,4.96,76.75458963273915,29.636140654089836
8314,6451,HARYANA,KARNAL,Alipur Viran,25.0,24.44,76.78951311445849,29.657879396186964
16414,11561,HARYANA,KAITHAL,Pharal,10.0,9.98,76.61450420451908,29.830287990518915
18899,14181,HARYANA,KURUKSHETRA,Madado,12.0,12.0,76.65694839651562,30.09274995086081
22946,17362,HARYANA,YAMUNANAGAR,Khajuri,5.0,5.03,77.17138899277849,30.08232410378486
14811,10623,HARYANA,FATEHABAD,Hukmawali,7.0,6.53,75.444141128468,29.69366023825948
24784,20844,HARYANA,SIRSA,Nagoki,3.5,3.76,75.11406196270775,29.663921036002
24808,20894,HARYANA,KARNAL,Rasulpur,47.0,47.09,77.05601386073847,29.85285574530259
26292,23048,PUNJAB,BATHINDA,Jai singh wala,7.0,6.72,74.86380251921337,30.140544732128244
26291,23048,PUNJAB,BATHINDA,Jai singh wala,8.0,7.64,74.84162179054225,30.11943281458152
20450,15222,HARYANA,KARNAL,Gunyana,7.0,6.83,76.70904412848232,29.719621500924276
9065,6958,PUNJAB,MANSA,Gamiwala,4.111,4.11,75.54842153777625,29.811062459209506
26044,22641,HARYANA,KURUKSHETRA,Mangoli jattan,15.0,14.93,77.04299571076419,30.117202005988485
23045,17754,HARYANA,FATEHABAD,Alalwas,16.0,13.74,75.4932645992724,29.713751378185098
6333,5099,PUNJAB,MUKTSAR,channu,4.0,3.96,74.60281991862591,30.09901427290728
6331,5099,PUNJAB,MUKTSAR,channu,4.0,4.23,74.60201574913118,30.114226645765942
7498,6168,HARYANA,FATEHABAD,Khumber,5.0,4.89,75.40646510585461,29.61417140027949
7404,6114,HARYANA,KURUKSHETRA,Bhusthala,10.0,10.35,76.72844639941492,30.071794005729643
7366,6084,PUNJAB,MUKTSAR,channu,9.0,8.97,74.5952708373555,30.092498465900032
10919,8126,HARYANA,KARNAL,Nissing,16.0,15.57,76.76512321364531,29.678848865460207
11569,8522,PUNJAB,MUKTSAR,Doda,9.6,8.86,74.66809251699587,30.380550218579177
11568,8522,PUNJAB,MUKTSAR,Doda,2.4,2.22,74.6599268803444,30.378940757034567
11567,8522,PUNJAB,MUKTSAR,Doda,1.0,1.11,74.65724920254112,30.37737310125862
13136,9562,HARYANA,KAITHAL,Bhunna,2.2,2.17,76.31332594624425,29.985128062068497
7692,5699,PUNJAB,FARIDKOT,Kamiana,11.0,11.54,74.73216456205917,30.644303194260377
7084,5699,PUNJAB,FARIDKOT,Kamiana,15.0,11.26,74.72853466876927,30.650267191281348
12373,9082,HARYANA,JIND,Dumarkha,56.0,54.25,76.15992635621792,29.552007422227636
12386,9089,HARYANA,KARNAL,Bastali,7.0,6.66,76.72723976068684,29.72971295470762
4478,3540,HARYANA,KARNAL,Sugga,4.0,3.72,76.87485905385037,29.76224813870958
7174,5774,HARYANA,KURUKSHETRA,Hingo khari,10.0,13.1,76.79862808332652,30.06237370606542
4440,3512,HARYANA,KARNAL,Sugga,10.0,9.72,76.84010110378422,29.756634908087683
4439,3512,HARYANA,KARNAL,Sugga,5.0,5.76,76.84970750405793,29.755157637068734
16053,11329,PUNJAB,MUKTSAR,Abul khurana,21.5,21.66,74.53568134808074,30.122094708110662
6957,5594,PUNJAB,MUKTSAR,channu,6.3,6.3,74.60014901832399,30.092734072196716
13788,9978,PUNJAB,BARNALA,chananwal,45.0,44.13,75.47239681614975,30.50589895490861
8506,6590,PUNJAB,FAZILKA,Azimgarh,22.0,21.44,74.2312701225619,30.115301294527317
8817,6806,PUNJAB,MANSA,Reond kalan,9.284,9.11,75.57197018405563,29.77489875265392
8816,6806,PUNJAB,MANSA,Reond kalan,17.46,17.46,75.57546296458176,29.7725422488303
9212,7056,PUNJAB,MUKTSAR,Sahib chand,13.0,13.17,74.69931270958627,30.31149228866513
15619,11072,HARYANA,FATEHABAD,Dani manjra,1.5,1.58,75.53307269375289,29.50172901714549
12290,9015,HARYANA,KAITHAL,Ahun,5.0,4.88,76.67820231518238,29.77372694955964
12289,9015,HARYANA,KAITHAL,Ahun,18.0,17.7,76.68219092315154,29.775951511036105
12288,9015,HARYANA,KAITHAL,Ahun,12.0,12.05,76.6831165983308,29.781729759798036
4707,3729,HARYANA,KARNAL,Kachhwa,7.0,7.91,76.89941938710362,29.740128643658743
4568,3609,HARYANA,SIRSA,Jiwan negar,8.0,8.26,74.71576366946282,29.52627126308259
26615,23429,HARYANA,KURUKSHETRA,Ramsharn majra,10.0,10.37,77.01553885875333,30.074895925468027
26634,23441,HARYANA,KURUKSHETRA,Ramsaran majra,10.0,9.43,76.99976493413664,30.091344691102577
4520,3572,HARYANA,KARNAL,Arianpura,13.5,13.72,77.00088819323295,29.54619031206508
4519,3572,HARYANA,KARNAL,Arianpura,45.0,50.97,77.04328087160246,29.548181828509986
4951,3931,HARYANA,SIRSA,Ghukanwali,37.0,35.8,74.85746624290553,29.695793876215458
6328,5098,PUNJAB,PATIALA,noorkheriya,4.0,4.08,76.46188678397102,30.32792289079944
19894,14828,HARYANA,KARNAL,Mukhala,5.8,5.73,77.12404235248944,29.94087861266304
19891,14828,HARYANA,KARNAL,Mukhala,13.5,13.36,77.15613315750181,29.934655271422333
19890,14828,HARYANA,KARNAL,Mukhala,1.8,1.83,77.15093330239382,29.930816974380942
14863,10655,HARYANA,KURUKSHETRA,Adhon,55.0,54.14,76.82900130645108,30.018887884444847
7938,6216,HARYANA,KURUKSHETRA,Lakhmari,12.0,12.03,77.00508552567379,30.145466445680935
7937,6216,HARYANA,KURUKSHETRA,Lakhmari,15.0,14.47,77.00697305728444,30.152826803585835
26134,22821,HARYANA,KURUKSHETRA,Antehri,33.0,30.53,76.96833318939859,30.000287047741057
19525,14551,HARYANA,KURUKSHETRA,Khaira,20.0,19.51,76.96529829718168,30.018828700225555
13487,9775,HARYANA,KAITHAL,Buchi,8.0,7.93,76.65419157981887,29.741299755175454
11655,8572,HARYANA,KAITHAL,Bhunna,4.0,4.17,76.29538484331982,29.97742871928629
4647,3675,HARYANA,FATEHABAD,Haroli,6.0,5.77,75.45480974083861,29.67176574573004
2693,2186,HARYANA,KURUKSHETRA,Chibba,10.0,9.22,76.80641051024354,30.046550496535755
14444,10390,HARYANA,FATEHABAD,Lali,4.2,4.12,75.50342059585502,29.706780774000222
14443,10390,HARYANA,FATEHABAD,Lali,15.5,16.06,75.5310458291219,29.708238312799747
10631,7946,PUNJAB,MUKTSAR,shahid chand,4.0,4.77,74.69283196089741,30.303193789620416
5604,4479,HARYANA,SIRSA,Rampura dhani,5.0,5.35,75.18443215910649,29.539288100459423
6406,5157,HARYANA,KURUKSHETRA,kharindwa,3.0,3.45,76.93014518187624,30.12639792612992
9533,7269,PUNJAB,MUKTSAR,Buttar sharinh,6.0,6.38,74.68352209319389,30.35126226286668
9532,7269,PUNJAB,MUKTSAR,Buttar sharinh,14.0,13.89,74.67549711489566,30.35665013306459
14451,10394,HARYANA,FATEHABAD,Sukhman pur,10.0,10.66,75.5963464033886,29.632609730309035
10195,7711,HARYANA,FATEHABAD,Phoolan,7.0,6.31,75.498671747153,29.631694009962796
9544,7277,HARYANA,KURUKSHETRA,Bichgaw,30.0,28.73,76.77528496370505,30.020435690863582
11653,8571,HARYANA,KARNAL,Nissing,30.0,22.07,76.76108609907578,29.710225844365805
13060,9508,HARYANA,KAITHAL,Ahun,18.0,17.99,76.69130743088057,29.77588478377251
13826,10001,HARYANA,KURUKSHETRA,Bedsyami,8.3,8.11,77.0999399022551,30.003715144459996
18337,3717,HARYANA,KURUKSHETRA,Jyotisar,34.0,32.63,76.6747052190851,30.008656549577623
16264,11470,HARYANA,KURUKSHETRA,Barna,26.0,24.85,76.74882640568642,29.90815961792148
9650,7348,PUNJAB,BATHINDA,Gobindpura,2.5,2.31,75.02439884062849,30.2757099713259
10648,7958,HARYANA,KAITHAL,Rasulpur,36.0,44.18,76.41163912681029,29.9276635581773
13839,10007,PUNJAB,FEROZEPUR,Mal wal,17.0,16.88,74.68028674348065,30.9152423293664
13838,10007,PUNJAB,FEROZEPUR,Mal wal,50.2,51.12,74.67283118281435,30.91281860726086
4662,3690,HARYANA,FATEHABAD,Haroli,5.0,4.62,75.4734558767259,29.686629189990057
10080,7626,HARYANA,FATEHABAD,Tamspura,20.0,20.01,75.50172959588923,29.654983060597587
10079,7626,HARYANA,FATEHABAD,Tamspura,10.0,9.12,75.4801968368397,29.624158857859204
10078,7626,HARYANA,FATEHABAD,Tamspura,13.0,12.13,75.48240065907225,29.621188956444342
13513,9791,HARYANA,KAITHAL,Buchi,9.5,9.41,76.63951832332795,29.763023895018872
13512,9790,HARYANA,KAITHAL,Buchi,10.5,10.32,76.63824363548534,29.7623236426463
14184,10227,HARYANA,KAITHAL,Ahun,4.0,3.82,76.67525526264954,29.78373818898493
14183,10227,HARYANA,KAITHAL,Ahun,6.0,6.03,76.66781209236652,29.771826097864427
14191,10233,HARYANA,FATEHABAD,Jallopur,20.0,19.27,75.50329977147997,29.684675980166073
4891,3883,HARYANA,KARNAL,Sugga,10.0,12.06,76.83755924379086,29.773854707367104
7662,5155,HARYANA,KURUKSHETRA,kharindwa,3.0,3.06,76.94004522493101,30.118503097296077
6404,5155,HARYANA,KURUKSHETRA,kharindwa,2.0,2.26,76.93129133367204,30.12303327196429
14914,10682,HARYANA,KARNAL,Manchuri,56.0,56.51,76.77578196875714,29.613806887908563
1115,955,HARYANA,KURUKSHETRA,Mirjapur,2.0,1.96,76.79158965896771,29.94948809883128
14913,10681,HARYANA,KARNAL,Manchuri,59.0,56.4,76.76626838221594,29.60624713261359
24511,20373,PUNJAB,MANSA,Bhamme khurd,12.0,10.62,75.37430384315373,29.851247191342257
24510,20373,PUNJAB,MANSA,Bhamme khurd,10.0,10.26,75.37213592090728,29.862460489574932
13857,10024,HARYANA,KAITHAL,Siwan,6.0,6.0,76.32079296187315,29.944854150196285
5031,3994,HARYANA,KARNAL,Ramana Ramani,5.0,5.44,76.81950068028763,29.803625429035176
5029,3993,HARYANA,KARNAL,Shambi,11.0,9.35,76.81875493807597,29.807254589281616
5028,3993,HARYANA,KARNAL,Shambi,17.0,15.96,76.83184872299334,29.81097177440752
4976,3952,HARYANA,KARNAL,Kachhwa,29.0,23.99,76.88239651592787,29.739338594379184
4970,3948,HARYANA,KARNAL,Kachhwa,4.0,3.89,76.8772886601202,29.73514801148962
10640,7951,PUNJAB,MUKTSAR,shahid chand,3.0,3.41,74.69673766641003,30.29840881003791
6432,5177,PUNJAB,MUKTSAR,channu,2.3,2.31,74.58579768181494,30.10378576378798
23856,19202,HARYANA,YAMUNANAGAR,Baindi,5.3,4.75,77.16787774638215,30.08597374205902
5154,4102,HARYANA,FATEHABAD,Ratakhera,7.0,6.47,75.52460311859072,29.65149840287114
19996,14894,HARYANA,KARNAL,Samalkha,6.5,6.36,76.94976492751431,29.603013326060903
19992,14894,HARYANA,KARNAL,Samalkha,10.5,10.16,76.95201759136843,29.604356355519556
10072,7621,HARYANA,SIRSA,Sant nagar,5.0,5.19,74.69622780067718,29.547569531865317
6912,5556,PUNJAB,MUKTSAR,channu,12.4,12.15,74.58249433261872,30.085001178850476
