farm_id,control_plot_id,soil_class,equlidian_distance,similarity_weight,centroid
21135,21135_25,7,0.573779441,0.201516287,"29.614323190982418,76.93846233093046"
21135,21135_28,7,0.579341866,0.199581472,"29.600539294600857,76.951063024524"
21135,21135_8,7,0.580395287,0.199219231,"29.606638330170924,76.93588593351996"
21135,21135_44,7,0.588248367,0.196559666,"29.60234227999261,76.94622898887934"
7490,7490_38,7,0.431028124,0.212179864,"29.553674532248138,74.69976677707245"
7490,7490_7,7,0.438353348,0.208634174,"29.565532293998515,74.69329890702679"
7490,7490_14,7,0.448964213,0.203703293,"29.55532838008673,74.70282077755503"
7490,7490_16,7,0.478476142,0.191139078,"29.56229835897568,74.70084475541339"
7490,7490_17,7,0.496114286,0.18434359,"29.560278793959547,74.69928302160284"
25384,25384_14,7,0.318213335,0.26427255,"29.89072242684978,76.6918707511359"
25384,25384_21,7,0.425735722,0.197528761,"29.890722426849788,76.69223007724955"
25384,25384_4,7,0.438833442,0.191633184,"29.89144107907708,76.69546401227238"
25384,25384_46,7,0.482959609,0.174124395,"29.890363100736135,76.69223007724955"
25384,25384_29,7,0.487674019,0.172441111,"29.89072242684978,76.69294872947685"
22561,22561_34,7,0.365395831,0.231560413,"29.815623269097383,76.66384331427138"
22561,22561_21,7,0.398375279,0.212390712,"29.821013160802107,76.66528061872599"
22561,22561_40,7,0.442921463,0.191029825,"29.81813855189292,76.67534174990811"
22561,22561_32,7,0.459349454,0.18419791,"29.826403052506826,76.65593813977112"
22561,22561_1,7,0.46792764,0.18082114,"29.817779225779276,76.6760604021354"
26707,26707_48,7,0.374718252,0.220186312,"29.731231014812412,76.75405852840477"
26707,26707_29,7,0.399435975,0.206560838,"29.730103654049213,76.75583079936521"
26707,26707_45,7,0.418766126,0.197026036,"29.731540958503807,76.7490036032059"
26707,26707_10,7,0.426082481,0.19364286,"29.72812800420391,76.75707425607263"
26707,26707_39,7,0.451889819,0.182583954,"29.72833201387091,76.75007862164563"
25719,25719_6,7,0.428342004,0.218708269,"29.620868515500277,76.94232105234842"
25719,25719_3,7,0.444266642,0.21086872,"29.621041572675786,76.92995218979407"
25719,25719_7,7,0.482362599,0.194214764,"29.620868515500277,76.93872779121195"
25719,25719_45,7,0.491648376,0.190546624,"29.621227841613926,76.93944644343924"
25719,25719_49,7,0.50458429,0.185661623,"29.619790537159336,76.94016509566653"
4672,4672_13,4,0.384628699,0.23703886,"29.71177802225317,76.70049457786345"
4672,4672_20,4,0.462489988,0.197132804,"29.71105937002588,76.70444716511356"
4672,4672_38,4,0.476653715,0.191275019,"29.711418696139525,76.70193188231806"
4672,4672_8,4,0.484939808,0.188006731,"29.715371283389647,76.69761996895427"
4672,4672_9,4,0.488735551,0.186546586,"29.71860521841248,76.70444716511358"
26198,26198_35,4,0.406701741,0.21015477,"30.539306061984075,75.54274583969021"
26198,26198_6,4,0.423432212,0.201851225,"30.550085845393507,75.55065101419046"
26198,26198_33,4,0.430866067,0.198368628,"30.540024714211366,75.54310516580387"
26198,26198_13,4,0.433967015,0.196951169,"30.547211236484333,75.55280697087237"
26198,26198_8,4,0.443600168,0.192674207,"30.556913041552818,75.54633910082669"
7959,7959_23,4,0.337359303,0.214578736,"29.924499081532673,76.68684018554484"
7959,7959_44,4,0.363840271,0.198961299,"29.9291703210101,76.6850435549766"
7959,7959_15,4,0.367169419,0.197157305,"29.91523897358367,76.6887273624159"
7959,7959_30,4,0.37148563,0.194866576,"29.924499081532673,76.68755883777212"
7959,7959_8,4,0.372308121,0.194436084,"29.914078624236883,76.6782163588173"
9551,9551_44,7,0.770839079,0.210518043,"29.96941484573865,76.93118194282535"
9551,9551_46,7,0.783607327,0.207087822,"29.974086085216072,76.92722935557524"
9551,9551_39,7,0.828901086,0.195771893,"29.96725888905676,76.92040215941591"
9551,9551_6,7,0.832438192,0.19494004,"29.96330630180664,76.91501226771119"
9551,9551_14,7,0.84658634,0.191682203,"29.965102932374876,76.93154126893901"
1694,1694_47,7,0.303118803,0.248852676,"29.476778743927508,74.77630323927944"
1694,1694_1,7,0.378397251,0.199345859,"29.48056774073501,74.78143931116648"
1694,1694_35,7,0.393245688,0.191818823,"29.472466830563736,74.78420841377968"
1694,1694_24,7,0.409240443,0.184321776,"29.478891221945595,74.78406252837922"
1694,1694_15,7,0.429417928,0.175660866,"29.47462278724562,74.77630323927944"
11867,11867_48,7,0.424999398,0.208022215,"29.620868515500277,76.73930179813742"
11867,11867_38,7,0.431408414,0.204931831,"29.623383798295812,76.74145775481931"
11867,11867_32,7,0.431891936,0.204702401,"29.613322667113675,76.74181708093296"
11867,11867_33,7,0.446723814,0.197905984,"29.615119297681918,76.74181708093296"
11867,11867_21,7,0.479345485,0.184437569,"29.616556602136505,76.73894247202378"
6112,6112_25,7,0.576000962,0.222961542,"30.06535491808262,77.13240456646813"
6112,6112_41,7,0.622821519,0.206200427,"30.058887048036958,77.13276389258176"
6112,6112_20,7,0.62384328,0.205862702,"30.058887048036958,77.14102839319567"
6112,6112_11,7,0.668904558,0.1919946,"30.05349715633224,77.13276389258176"
6112,6112_42,7,0.742429886,0.172980729,"30.057809069696017,77.14641828490039"
7224,7224_0,7,0.43263286,0.239002227,"30.340781106366908,74.64915390511386"
7224,7224_4,7,0.520280627,0.198739318,"30.338515485207054,74.64853616749497"
7224,7224_15,7,0.524088724,0.197295253,"30.341676699477787,74.64550853391164"
7224,7224_18,7,0.557337701,0.185525251,"30.337530838304584,74.65216423353387"
7224,7224_47,7,0.576244974,0.17943795,"30.340598721136836,74.64478988168435"
21144,21144_8,7,0.291133268,0.216668888,"29.79546581674663,76.69779092039741"
21144,21144_46,7,0.305789584,0.206284074,"29.794151161946964,76.6986520617482"
21144,21144_39,7,0.313351098,0.201306208,"29.790902086151835,76.68887796151287"
21144,21144_20,7,0.334437781,0.188613623,"29.79318717375962,76.6837641268136"
21144,21144_24,7,0.337094335,0.187127207,"29.791739696602114,76.69761754283202"
24996,24996_12,7,0.373927161,0.205680064,"29.570562859589586,74.96854271008102"
24996,24996_31,7,0.383863534,0.200356001,"29.570922185703235,74.96746473174008"
24996,24996_14,7,0.385421756,0.199545982,"29.57487477295336,74.96602742728548"
24996,24996_16,7,0.386373474,0.199054458,"29.572359490157822,74.96710540562643"
24996,24996_37,7,0.393673151,0.195363495,"29.5676882506804,74.96818338396737"
25487,25487_31,4,0.303262816,0.214456302,"30.553319780416338,75.51723368562122"
25487,25487_35,4,0.317503733,0.204837345,"30.559307054271823,75.52550742775472"
25487,25487_44,4,0.324637094,0.200336386,"30.56061762944152,75.52705795011715"
25487,25487_16,4,0.336703984,0.193156675,"30.561737057976817,75.52635043056509"
25487,25487_13,4,0.347393185,0.187213293,"30.56194360714389,75.52226425121229"
14505,14505_13,7,0.554617919,0.215345424,"29.93635684328305,76.93729048675736"
14505,14505_34,7,0.600792662,0.198794757,"29.93851279996494,76.93764981287102"
14505,14505_7,7,0.609897068,0.195827193,"29.946777300578837,76.9247140727797"
14505,14505_8,7,0.612285234,0.195063386,"29.938153473851298,76.92255811609779"
14505,14505_4,7,0.612580893,0.19496924,"29.9449806700106,76.91968350718862"
3731,3731_44,7,0.713982782,0.205317529,"29.5759527512943,77.07203777937528"
3731,3731_47,7,0.721994827,0.203039102,"29.575234099067004,77.07634969273907"
3731,3731_28,7,0.734222312,0.199657758,"29.567328924566752,77.07239710548893"
3731,3731_19,7,0.74761905,0.19608005,"29.569125555134992,77.07095980103435"
3731,3731_33,7,0.748284942,0.19590556,"29.578108707976188,77.07024114880706"
24165,24165_29,7,0.319754341,0.259388113,"29.632007625023356,76.9074664193246"
24165,24165_35,7,0.427208677,0.19414511,"29.629133016114178,76.90351383207447"
24165,24165_28,7,0.444559216,0.186567891,"29.623383798295812,76.91249698491566"
24165,24165_0,7,0.456042422,0.181870088,"29.639194147296315,76.92112081164319"
24165,24165_43,7,0.465882352,0.178028798,"29.63847549506902,76.92219878998415"
4700,4700_10,7,0.383232429,0.210619157,"29.429347696925994,76.40656581689954"
4700,4700_43,7,0.391740057,0.206045029,"29.42719174024411,76.40512851244497"
4700,4700_32,7,0.401877512,0.200847494,"29.427551066357758,76.41518964362709"
4700,4700_22,7,0.42193152,0.191301402,"29.426113761903167,76.39973862074022"
4700,4700_42,7,0.422184176,0.191186918,"29.431503653607884,76.41447099139978"
16276,16276_15,4,0.391779564,0.222831846,"29.90006490580463,76.7511595598878"
16276,16276_38,4,0.412939032,0.211413687,"29.892519057418024,76.74720697263767"
16276,16276_49,4,0.461462425,0.189183255,"29.90006490580463,76.74145775481932"
16276,16276_12,4,0.461660338,0.189102152,"29.89683097078179,76.74864427709227"
16276,16276_5,4,0.465681982,0.18746906,"29.897190296895445,76.74541034206945"
9422,9422_17,7,0.377194511,0.236313652,"29.708184761116694,76.73642718922824"
9422,9422_22,7,0.44141999,0.201930621,"29.70459149998022,76.7339119064327"
9422,9422_43,7,0.467885019,0.190508798,"29.70998139168493,76.73247460197811"
9422,9422_28,7,0.475795097,0.187341596,"29.708184761116694,76.7421764070466"
9422,9422_29,7,0.484685307,0.183905333,"29.70437512869194,76.73796702162039"
23970,23970_47,7,0.48333685,0.209364388,"29.618353232704735,76.87800167800546"
23970,23970_42,7,0.498491721,0.202999407,"29.61547862379556,76.89201539643773"
23970,23970_45,7,0.500439066,0.202209481,"29.618712558818395,76.87800167800548"
23970,23970_22,7,0.51927495,0.194874649,"29.617993906591096,76.88375089582384"
23970,23970_38,7,0.531054432,0.190552075,"29.612604014886376,76.89273404866503"
4649,4649_22,7,0.42771479,0.215370995,"29.69992026050279,75.43674463616412"
4649,4649_12,7,0.452164684,0.203725242,"29.68231328093405,75.43207339668669"
4649,4649_14,7,0.452882054,0.203402539,"29.692374412116195,75.438900592846"
4649,4649_29,7,0.47146185,0.195386668,"29.692374412116195,75.4381819406187"
4649,4649_27,7,0.505820963,0.182114556,"29.685187889843235,75.43602598393682"
7383,7383_41,7,0.43909595,0.248562474,"30.062480309173434,76.9390871173256"
7383,7383_46,7,0.542732054,0.20109882,"30.0665208183911,76.94843637276651"
7383,7383_26,7,0.559870954,0.194942736,"30.06643289642356,76.95238218353056"
7383,7383_9,7,0.600328318,0.181805143,"30.057563485771517,76.9421373883195"
7383,7383_45,7,0.628735845,0.173590827,"30.059246374150607,76.93764981287102"
6260,6260_42,4,0.404922779,0.230743073,"30.104880790583877,74.60023344359202"
6260,6260_44,4,0.481963866,0.193859193,"30.098412920538212,74.59232826909178"
6260,6260_29,4,0.483875733,0.193093226,"30.09665257784627,74.58932886034347"
6260,6260_35,4,0.487895313,0.191502406,"30.095659343117227,74.5850284677341"
6260,6260_22,4,0.489686045,0.190802101,"30.099063196767123,74.58932886034347"
11524,11524_23,7,0.607919585,0.210595471,"30.09913157276551,77.09826858567158"
11524,11524_15,7,0.611043502,0.209518817,"30.09978817588366,77.09634308387665"
11524,11524_21,7,0.640007961,0.200036749,"30.100271515205907,77.09930009093792"
11524,11524_4,7,0.666094778,0.192202545,"30.110159963022014,77.09949971036332"
11524,11524_27,7,0.682267817,0.187646418,"30.103443486129287,77.08066160610285"
26388,26388_35,7,0.295075939,0.251107922,"29.53858283547493,75.19419950945185"
26388,26388_21,7,0.369702061,0.200420592,"29.53894216158858,75.1952774877928"
26388,26388_18,7,0.377371002,0.196347641,"29.539570657444045,75.19620519503975"
26388,26388_16,7,0.419451609,0.176649474,"29.534164987556228,75.18858676444377"
26388,26388_25,7,0.422260561,0.17547437,"29.533023051534695,75.18746523546722"
15622,15622_19,7,0.375991597,0.207003075,"29.99744228260318,76.54454704454031"
15622,15622_1,7,0.376796071,0.206561115,"29.99054396859862,76.53858635834207"
15622,15622_42,7,0.38847079,0.200353331,"29.993847737555864,76.53932067461959"
15622,15622_4,7,0.396043588,0.19652235,"29.99600497814859,76.54490637065396"
15622,15622_46,7,0.410589598,0.189560128,"29.99385764246385,76.54216731148168"
17960,17960_11,7,0.592182197,0.224452385,"30.107755399493055,77.14282502376392"
17960,17960_29,7,0.609011456,0.218249928,"30.105599442811172,77.13312321869543"
17960,17960_13,7,0.712653559,0.186509567,"30.117457204561546,77.14821491546863"
17960,17960_48,7,0.716317486,0.18555558,"30.109552030061295,77.14821491546863"
17960,17960_10,7,0.71756672,0.18523254,"30.1178165306752,77.13995041485471"
11888,11888_45,7,0.329555906,0.227586888,"29.70027958661644,76.70875907847736"
11888,11888_37,7,0.329572425,0.227575481,"29.696686325479963,76.70480649122723"
11888,11888_22,7,0.402236799,0.186463803,"29.697764303820914,76.70516581734088"
11888,11888_3,7,0.417718404,0.179553025,"29.698482956048206,76.70588446956818"
11888,11888_11,7,0.419428846,0.178820803,"29.708590883863778,76.70187114257871"
24370,24370_23,7,0.534132917,0.231008579,"30.160217012085642,76.96639590196283"
24370,24370_9,7,0.636160787,0.193959277,"30.16237296876752,76.96495859750823"
24370,24370_14,7,0.639495769,0.192947775,"30.15410846815362,76.96280264082637"
24370,24370_15,7,0.641326446,0.192397003,"30.15590509872187,76.96208398859906"
24370,24370_12,7,0.650487632,0.189687367,"30.160576338199288,76.96927051087202"
13325,13325_19,7,0.617328332,0.245662559,"30.093023028833496,77.1255773703088"
13325,13325_32,7,0.714925816,0.212126146,"30.090867072151607,77.1201874786041"
13325,13325_2,7,0.817249652,0.185566868,"30.08655515878784,77.12198410917233"
13325,13325_8,7,0.829321884,0.182865617,"30.09338235494714,77.12917063144529"
13325,13325_42,7,0.872686706,0.173778811,"30.081883919310414,77.11587556524032"
11526,11526_35,7,0.691741521,0.227066594,"30.09870283433283,77.10272454277316"
11526,11526_46,7,0.762294469,0.206050808,"30.081673457473954,77.11224123778835"
11526,11526_43,7,0.813069135,0.193183315,"30.084399202105953,77.11407893467208"
11526,11526_13,7,0.835734767,0.187944067,"30.08224626015235,77.11097638749467"
11526,11526_39,7,0.845582669,0.185755216,"30.097694268310917,77.11551623912668"
16274,16274_2,7,0.330570451,0.232417291,"29.86485094666714,76.59269674376911"
16274,16274_4,7,0.377152539,0.203711445,"29.86017970718971,76.57616774254133"
16274,16274_33,7,0.399450672,0.192339866,"29.860539033303365,76.57544909031401"
16274,16274_22,7,0.40337487,0.190468704,"29.857664424394184,76.58335426481428"
16274,16274_31,7,0.424329759,0.181062693,"29.866288251121734,76.58443224315522"
7960,7960_10,4,0.308748012,0.228452291,"29.922343124850787,76.65557881365748"
7960,7960_39,4,0.350692851,0.201128111,"29.926295712100917,76.66528061872599"
7960,7960_1,4,0.352862983,0.199891159,"29.922702450964437,76.67031118431704"
7960,7960_2,4,0.377444843,0.186872843,"29.929529647123747,76.66887387986246"
7960,7960_33,4,0.384056858,0.183655595,"29.918749863714314,76.67498242379448"
23813,23813_31,7,0.338804595,0.221954125,"29.795141680619466,76.63401924683862"
23813,23813_28,7,0.375741399,0.200135193,"29.798375615642296,76.64551768247533"
23813,23813_35,7,0.378720599,0.198560833,"29.79190774559663,76.6368938557478"
23813,23813_17,7,0.38758242,0.194020868,"29.79154841948298,76.63761250797509"
23813,23813_32,7,0.405759948,0.18532898,"29.799812920096883,76.64084644299791"
7223,7223_13,7,0.609875325,0.219806943,"30.10209916596607,74.60247421874931"
7223,7223_29,7,0.633847535,0.211493812,"30.087992463242426,74.60562333529671"
7223,7223_27,7,0.701030905,0.19122528,"30.089789093810666,74.60598266141038"
7223,7223_11,7,0.707527676,0.189469381,"30.088711115469724,74.60526400918309"
7223,7223_40,7,0.713040226,0.188004584,"30.099866407876785,74.59492450118786"
